,average_weight,minage,predicted_average_rating
0,0.0,0.0,5.076215210316165
1,0.0,12.0,5.436674554277485
2,0.0,8.0,5.316521439623712
3,0.0,13.0,5.466712832940929
4,0.0,0.0,5.076215210316165
5,0.0,10.0,5.376597996950599
6,0.0,8.0,5.316521439623712
7,0.0,8.0,5.316521439623712
8,0.0,6.0,5.256444882296825
9,0.0,0.0,5.076215210316165
10,0.0,10.0,5.376597996950599
11,0.0,10.0,5.376597996950599
12,0.0,8.0,5.316521439623712
13,0.0,12.0,5.436674554277485
14,0.0,0.0,5.076215210316165
15,0.0,10.0,5.376597996950599
16,0.0,0.0,5.076215210316165
17,0.0,10.0,5.376597996950599
18,0.0,10.0,5.376597996950599
19,0.0,5.0,5.226406603633382
20,0.0,8.0,5.316521439623712
21,0.0,8.0,5.316521439623712
22,0.0,0.0,5.076215210316165
23,0.0,12.0,5.436674554277485
24,0.0,12.0,5.436674554277485
25,0.0,4.0,5.196368324969939
26,0.0,21.0,5.707019062248476
27,0.0,0.0,5.076215210316165
28,0.0,10.0,5.376597996950599
29,0.0,0.0,5.076215210316165
30,0.0,0.0,5.076215210316165
31,0.0,0.0,5.076215210316165
32,0.0,18.0,5.616904226258146
33,0.0,8.0,5.316521439623712
34,0.0,12.0,5.436674554277485
35,0.0,4.0,5.196368324969939
36,0.0,8.0,5.316521439623712
37,0.0,8.0,5.316521439623712
38,0.0,8.0,5.316521439623712
39,3.0,8.0,6.707186728543746
40,0.0,0.0,5.076215210316165
41,0.0,8.0,5.316521439623712
42,3.0,8.0,6.707186728543746
43,0.0,12.0,5.436674554277485
44,0.0,10.0,5.376597996950599
45,0.0,0.0,5.076215210316165
46,0.0,8.0,5.316521439623712
47,0.0,0.0,5.076215210316165
48,0.0,12.0,5.436674554277485
49,0.0,10.0,5.376597996950599
50,0.0,0.0,5.076215210316165
51,0.0,7.0,5.286483160960269
52,0.0,0.0,5.076215210316165
53,0.0,0.0,5.076215210316165
54,0.0,10.0,5.376597996950599
55,0.0,7.0,5.286483160960269
56,0.0,7.0,5.286483160960269
57,0.0,0.0,5.076215210316165
58,0.0,8.0,5.316521439623712
59,0.0,10.0,5.376597996950599
60,0.0,0.0,5.076215210316165
61,0.0,0.0,5.076215210316165
62,0.0,0.0,5.076215210316165
63,0.0,10.0,5.376597996950599
64,0.0,6.0,5.256444882296825
65,0.0,0.0,5.076215210316165
66,0.0,8.0,5.316521439623712
67,0.0,8.0,5.316521439623712
68,0.0,8.0,5.316521439623712
69,0.0,10.0,5.376597996950599
70,0.0,10.0,5.376597996950599
71,0.0,10.0,5.376597996950599
72,0.0,16.0,5.556827668931259
73,0.0,8.0,5.316521439623712
74,0.0,0.0,5.076215210316165
75,1.0,8.0,5.78007653593039
76,0.0,10.0,5.376597996950599
77,0.0,12.0,5.436674554277485
78,0.0,0.0,5.076215210316165
79,0.0,0.0,5.076215210316165
80,0.0,6.0,5.256444882296825
81,0.0,8.0,5.316521439623712
82,0.0,0.0,5.076215210316165
83,0.0,0.0,5.076215210316165
84,0.0,12.0,5.436674554277485
85,0.0,0.0,5.076215210316165
86,0.0,12.0,5.436674554277485
87,0.0,18.0,5.616904226258146
88,0.0,18.0,5.616904226258146
89,0.0,0.0,5.076215210316165
90,0.0,0.0,5.076215210316165
91,0.0,18.0,5.616904226258146
92,0.0,10.0,5.376597996950599
93,0.0,18.0,5.616904226258146
94,0.0,18.0,5.616904226258146
95,0.0,18.0,5.616904226258146
96,0.0,18.0,5.616904226258146
97,0.0,18.0,5.616904226258146
98,0.0,18.0,5.616904226258146
99,0.0,18.0,5.616904226258146
100,0.0,18.0,5.616904226258146
101,0.0,18.0,5.616904226258146
102,0.0,18.0,5.616904226258146
103,0.0,10.0,5.376597996950599
104,0.0,10.0,5.376597996950599
105,0.0,10.0,5.376597996950599
106,0.0,0.0,5.076215210316165
107,0.0,18.0,5.616904226258146
108,0.0,6.0,5.256444882296825
109,0.0,0.0,5.076215210316165
110,0.0,0.0,5.076215210316165
111,0.0,18.0,5.616904226258146
112,0.0,0.0,5.076215210316165
113,0.0,8.0,5.316521439623712
114,0.0,7.0,5.286483160960269
115,0.0,4.0,5.196368324969939
116,0.0,0.0,5.076215210316165
117,0.0,0.0,5.076215210316165
118,0.0,5.0,5.226406603633382
119,0.0,0.0,5.076215210316165
120,0.0,16.0,5.556827668931259
121,0.0,0.0,5.076215210316165
122,0.0,0.0,5.076215210316165
123,0.0,0.0,5.076215210316165
124,0.0,0.0,5.076215210316165
125,0.0,10.0,5.376597996950599
126,0.0,10.0,5.376597996950599
127,0.0,12.0,5.436674554277485
128,0.0,0.0,5.076215210316165
129,0.0,14.0,5.496751111604373
130,0.0,4.0,5.196368324969939
131,0.0,0.0,5.076215210316165
132,0.0,13.0,5.466712832940929
133,0.0,12.0,5.436674554277485
134,0.0,0.0,5.076215210316165
135,0.0,8.0,5.316521439623712
136,0.0,8.0,5.316521439623712
137,0.0,10.0,5.376597996950599
138,0.0,10.0,5.376597996950599
139,0.0,0.0,5.076215210316165
140,0.0,0.0,5.076215210316165
141,0.0,12.0,5.436674554277485
142,0.0,0.0,5.076215210316165
143,0.0,0.0,5.076215210316165
144,0.0,10.0,5.376597996950599
145,0.0,8.0,5.316521439623712
146,0.0,8.0,5.316521439623712
147,0.0,8.0,5.316521439623712
148,0.0,0.0,5.076215210316165
149,0.0,0.0,5.076215210316165
150,0.0,0.0,5.076215210316165
151,0.0,0.0,5.076215210316165
152,0.0,10.0,5.376597996950599
153,0.0,6.0,5.256444882296825
154,0.0,10.0,5.376597996950599
155,0.0,10.0,5.376597996950599
156,0.0,10.0,5.376597996950599
157,0.0,10.0,5.376597996950599
158,0.0,10.0,5.376597996950599
159,0.0,10.0,5.376597996950599
160,0.0,10.0,5.376597996950599
161,0.0,10.0,5.376597996950599
162,0.0,10.0,5.376597996950599
163,0.0,12.0,5.436674554277485
164,0.0,12.0,5.436674554277485
165,0.0,12.0,5.436674554277485
166,0.0,12.0,5.436674554277485
167,0.0,10.0,5.376597996950599
168,0.0,12.0,5.436674554277485
169,0.0,10.0,5.376597996950599
170,0.0,0.0,5.076215210316165
171,0.0,10.0,5.376597996950599
172,0.0,10.0,5.376597996950599
173,0.0,0.0,5.076215210316165
174,0.0,10.0,5.376597996950599
175,0.0,0.0,5.076215210316165
176,0.0,0.0,5.076215210316165
177,0.0,0.0,5.076215210316165
178,0.0,10.0,5.376597996950599
179,0.0,12.0,5.436674554277485
180,0.0,0.0,5.076215210316165
181,0.0,8.0,5.316521439623712
182,0.0,0.0,5.076215210316165
183,0.0,10.0,5.376597996950599
184,0.0,10.0,5.376597996950599
185,0.0,0.0,5.076215210316165
186,0.0,8.0,5.316521439623712
187,0.0,0.0,5.076215210316165
188,0.0,8.0,5.316521439623712
189,0.0,0.0,5.076215210316165
190,0.0,10.0,5.376597996950599
191,0.0,0.0,5.076215210316165
192,0.0,12.0,5.436674554277485
193,0.0,0.0,5.076215210316165
194,0.0,0.0,5.076215210316165
195,0.0,8.0,5.316521439623712
196,0.0,0.0,5.076215210316165
197,0.0,0.0,5.076215210316165
198,0.0,8.0,5.316521439623712
199,0.0,0.0,5.076215210316165
200,0.0,0.0,5.076215210316165
201,0.0,12.0,5.436674554277485
202,0.0,10.0,5.376597996950599
203,0.0,10.0,5.376597996950599
204,0.0,7.0,5.286483160960269
205,0.0,0.0,5.076215210316165
206,0.0,10.0,5.376597996950599
207,0.0,0.0,5.076215210316165
208,1.0,0.0,5.539770306622843
209,0.0,12.0,5.436674554277485
210,0.0,0.0,5.076215210316165
211,0.0,12.0,5.436674554277485
212,0.0,0.0,5.076215210316165
213,0.0,0.0,5.076215210316165
214,0.0,0.0,5.076215210316165
215,0.0,0.0,5.076215210316165
216,0.0,12.0,5.436674554277485
217,0.0,10.0,5.376597996950599
218,0.0,0.0,5.076215210316165
219,0.0,12.0,5.436674554277485
220,0.0,12.0,5.436674554277485
221,0.0,8.0,5.316521439623712
222,0.0,0.0,5.076215210316165
223,0.0,8.0,5.316521439623712
224,0.0,0.0,5.076215210316165
225,0.0,12.0,5.436674554277485
226,0.0,0.0,5.076215210316165
227,0.0,8.0,5.316521439623712
228,0.0,0.0,5.076215210316165
229,0.0,10.0,5.376597996950599
230,0.0,8.0,5.316521439623712
231,0.0,0.0,5.076215210316165
232,0.0,16.0,5.556827668931259
233,0.0,10.0,5.376597996950599
234,0.0,12.0,5.436674554277485
235,0.0,0.0,5.076215210316165
236,0.0,0.0,5.076215210316165
237,0.0,0.0,5.076215210316165
238,0.0,12.0,5.436674554277485
239,0.0,0.0,5.076215210316165
240,0.0,0.0,5.076215210316165
241,0.0,9.0,5.346559718287155
242,0.0,0.0,5.076215210316165
243,0.0,16.0,5.556827668931259
244,0.0,0.0,5.076215210316165
245,0.0,0.0,5.076215210316165
246,0.0,0.0,5.076215210316165
247,0.0,0.0,5.076215210316165
248,0.0,0.0,5.076215210316165
249,0.0,0.0,5.076215210316165
250,0.0,0.0,5.076215210316165
251,0.0,0.0,5.076215210316165
252,0.0,0.0,5.076215210316165
253,0.0,12.0,5.436674554277485
254,0.0,8.0,5.316521439623712
255,0.0,12.0,5.436674554277485
256,0.0,8.0,5.316521439623712
257,0.0,0.0,5.076215210316165
258,0.0,12.0,5.436674554277485
259,0.0,4.0,5.196368324969939
260,0.0,7.0,5.286483160960269
261,0.0,0.0,5.076215210316165
262,0.0,8.0,5.316521439623712
263,0.0,4.0,5.196368324969939
264,0.0,0.0,5.076215210316165
265,0.0,10.0,5.376597996950599
266,0.0,0.0,5.076215210316165
267,0.0,9.0,5.346559718287155
268,0.0,0.0,5.076215210316165
269,0.0,12.0,5.436674554277485
270,0.0,12.0,5.436674554277485
271,0.0,12.0,5.436674554277485
272,0.0,8.0,5.316521439623712
273,0.0,7.0,5.286483160960269
274,0.0,10.0,5.376597996950599
